================== ===== ====== ====== ======== ================== ================== ================== ==== ======== ==================
ie4h16sdq_ima.fits  G102      0      1       10  59683.78597250499 101.71396315097809   9.66771125793457    0 9.662994   2459684.28524537
ie4h16seq_ima.fits  G102      0      1       11 59683.786643985004 102.68099673092365 10.634744837880135    1 9.662994  2459684.285916921
ie4h16sfq_ima.fits  G102      0      1       12    59683.787315095   103.647495880723 11.601243987679482    0 9.662994  2459684.286588101
ie4h16sgq_ima.fits  G102      0      1       13    59683.787986575 104.61452879011631 12.568276897072792    1 9.662994  2459684.287259652
ie4h16shq_ima.fits  G102      0      1       14    59683.788657685  105.5810272693634 13.534775376319885    0 9.662994 2459684.2879308313
ie4h16siq_ima.fits  G102      0      1       15 59683.789329164996 106.54805950820446 14.501807615160942    1 9.662994 2459684.2886023815
ie4h16sjq_ima.fits  G102      0      1       16     59683.79000028 107.51456402242184 15.468312129378319    0 9.662994  2459684.289273565
ie4h16skq_ima.fits  G102      0      1       17 59683.790671765004 108.48160095512867  16.43534906208515    1 9.662994 2459684.2899451186
ie4h16slq_ima.fits  G102      0      1       18    59683.791342875 109.44809809327126 17.401846200227737    0 9.662994  2459684.290616297
ie4h16smq_ima.fits  G102      0      1       19    59683.792014355 110.41512630879879 18.368874415755272    1 9.662994 2459684.2912878445
ie4h16snq_ima.fits  G102      0      1       20    59683.792685465 111.38162143528461 19.335369542241096    0 9.662994 2459684.2919590217
ie4h16soq_ima.fits  G102      0      1       21 59683.793356944996 112.34864830970764 20.302396416664124    1 9.662994  2459684.292630568
ie4h16spq_ima.fits  G102      0      1       22 59683.794028054996 113.31514209508896  21.26889020204544    0 9.662994 2459684.2933017444
ie4h16sqq_ima.fits  G102      0      1       23  59683.79469953501 114.28216762840748  22.23591573536396    1 9.662994   2459684.29397329
ie4h16srq_ima.fits  G102      0      1       24     59683.79537065 115.24866744875908  23.20241555571556    0 9.662994 2459684.2946444703
ie4h16ssq_ima.fits  G102      0      1       25    59683.796042135 116.21569901704788 24.169447124004364    1 9.662994   2459684.29531602
ie4h16stq_ima.fits  G102      0      1       26    59683.796713245 117.18218944966793 25.135937556624413    0 9.662994  2459684.295987194
ie4h16suq_ima.fits  G102      0      1       27 59683.797384724996 118.14921163022518 26.102959737181664    1 9.662994  2459684.296658737
ie4h16svq_ima.fits  G102      0      1       28 59683.798055834995 119.11570072174072 27.069448828697205    0 9.662994   2459684.29732991
ie4h16swq_ima.fits  G102      0      1       29  59683.79872731501 120.08272156119347 28.036469668149948    1 9.662994 2459684.2980014523
ie4h16sxq_ima.fits  G102      0      1       30 59683.799398425006  121.0492093116045  29.00295741856098    0 9.662994 2459684.2986726244
ie4h16syq_ima.fits  G102      0      1       31     59683.80006991 122.01623551547527 29.969983622431755    1 9.662994 2459684.2993441704
ie4h16szq_ima.fits  G102      0      1       32     59683.80074102 122.98272125422955 30.936469361186028    0 9.662994  2459684.300015341
ie4h16t0q_ima.fits  G102      0      1       33 59683.801412504996 123.94974678754807 31.903494894504547    1 9.662994 2459684.3006868865
ie4h16t1q_ima.fits  G102      0      1       34 59683.802083614995 124.91623118519783  32.86997929215431    0 9.662994 2459684.3013580563
ie4h16t2q_ima.fits  G102      0      1       35  59683.80275509501  125.8832473307848  33.83699543774128    1 9.662994 2459684.3020295952
ie4h16t3q_ima.fits  G102      0      1       36 59683.803426205006 126.84973038733006  34.80347849428654    0 9.662994  2459684.302700764
ie4h16t4q_ima.fits  G102      0      1       37    59683.804097685 127.81674519181252    35.770493298769    1 9.662994  2459684.303372302
ie4h16t5q_ima.fits  G102      0      1       38    59683.804768795 128.78322690725327  36.73697501420975    0 9.662994   2459684.30404347
ie4h16t6q_ima.fits  G102      0      1       39 59683.805440280004   129.750247746706  37.70399585366249    1 9.662994  2459684.304715012
ie4h17t8q_ima.fits  G102      0      2        0    59683.845463245 187.38860875368118                0.0    0 9.662994  2459684.344741652
ie4h17t9q_ima.fits  G102      0      2        1    59683.846134725 188.35564367473125 0.9670349210500717    1 9.662994  2459684.345413204
ie4h17taq_ima.fits  G102      0      2        2    59683.846805835 189.32214617729187 1.9335374236106873    0 9.662994  2459684.346084386
ie4h17tbq_ima.fits  G102      0      2        3 59683.847477314994 190.28918109834194  2.900572344660759    1 9.662994  2459684.346755938
ie4h17tcq_ima.fits  G102      0      2        4  59683.84814842499 191.25568360090256 3.8670748472213745    0 9.662994 2459684.3474271204
ie4h17tdq_ima.fits  G102      0      2        5 59683.848819909996 192.22272589802742  4.834117144346237    1 9.662994 2459684.3480986776
ie4h17teq_ima.fits  G102      0      2        6 59683.849491019995 193.18922773003578  5.800618976354599    0 9.662994 2459684.3487698594
ie4h17tfq_ima.fits  G102      0      2        7    59683.850162505 194.15627002716064  6.767661273479462    1 9.662994 2459684.3494414166
ie4h17tgq_ima.fits  G102      0      2        8    59683.850833615  195.1227705180645  7.734161764383316    0 9.662994 2459684.3501125975
ie4h17thq_ima.fits  G102      0      2        9  59683.85150509499 196.08980543911457  8.701196685433388    1 9.662994 2459684.3507841495
ie4h17tiq_ima.fits  G102      0      2       10  59683.85217620499 197.05630593001842  9.667697176337242    0 9.662994 2459684.3514553304
ie4h17tjq_ima.fits  G102      0      2       11 59683.852847685004   198.023339509964 10.634730756282806    1 9.662994 2459684.3521268815
ie4h17tkq_ima.fits  G102      0      2       12 59683.853518795004  198.9898393303156 11.601230576634407    0 9.662994  2459684.352798062
ie4h17tlq_ima.fits  G102      0      2       13     59683.85419028 199.95687894523144 12.568270191550255    1 9.662994  2459684.353469617
ie4h17tmq_ima.fits  G102      0      2       14 59683.854861390006 200.92337742447853 13.534768670797348    0 9.662994 2459684.3541407967
ie4h17tnq_ima.fits  G102      0      2       15  59683.85553287499 201.89041569828987 14.501806944608688    1 9.662994  2459684.354812351
ie4h17toq_ima.fits  G102      0      2       16  59683.85620398499 202.85691417753696 15.468305423855782    0 9.662994 2459684.3554835306
ie4h17tpq_ima.fits  G102      0      2       17 59683.856875465004   203.823943734169 16.435334980487823    1 9.662994  2459684.356155079
ie4h17tqq_ima.fits  G102      0      2       18 59683.857546575004  204.7904408723116  17.40183211863041    0 9.662994 2459684.3568262574
ie4h17trq_ima.fits  G102      0      2       19    59683.858218055 205.75746975839138 18.368861004710197    1 9.662994 2459684.3574978053
ie4h17tsq_ima.fits  G102      0      2       20    59683.858889165 206.72396421432495  19.33535546064377    0 9.662994  2459684.358168982
ie4h17ttq_ima.fits  G102      0      2       21     59683.85956065 207.69099846482277 20.302389711141586    1 9.662994 2459684.3588405335
ie4h17tuq_ima.fits  G102      0      2       22  59683.86023176499 208.65750029683113 21.268891543149948    0 9.662994 2459684.3595117154
ie4h17tvq_ima.fits  G102      0      2       23 59683.860903245004 209.62452583014965 22.235917076468468    1 9.662994  2459684.360183261
ie4h17twq_ima.fits  G102      0      2       24    59683.861574355  210.5910176038742 23.202408850193024    0 9.662994 2459684.3608544357
ie4h17txq_ima.fits  G102      0      2       25    59683.862245835 211.55804179608822 24.169433042407036    1 9.662994 2459684.3615259803
ie4h17tyq_ima.fits  G102      0      2       26    59683.862916945 212.52453222870827 25.135923475027084    0 9.662994  2459684.362197154
ie4h17tzq_ima.fits  G102      0      2       27 59683.863588424996 213.49155507981777  26.10294632613659    1 9.662994  2459684.362868698
ie4h17u0q_ima.fits  G102      0      2       28 59683.864259534996  214.4580441713333  27.06943541765213    0 9.662994  2459684.363539871
ie4h17u1q_ima.fits  G102      0      2       29     59683.86493102  215.4250717163086  28.03646296262741    1 9.662994 2459684.3642114177
ie4h17u2q_ima.fits  G102      0      2       30    59683.865602135 216.39156684279442 29.002958089113235    0 9.662994  2459684.364882595
ie4h17u3q_ima.fits  G102      0      2       31    59683.866273615 217.35858634114265  29.96997758746147    1 9.662994  2459684.365554136
ie4h17u4q_ima.fits  G102      0      2       32    59683.866944725 218.32507207989693 30.936463326215744    0 9.662994  2459684.366225307
ie4h17u5q_ima.fits  G102      0      2       33 59683.867616204996  219.2920895665884  31.90348081290722    1 9.662994  2459684.366896847
ie4h17u6q_ima.fits  G102      0      2       34 59683.868287314996 220.25857463479042  32.86996588110924    0 9.662994  2459684.367568017
ie4h17u7q_ima.fits  G102      0      2       35  59683.86895879501  221.2255907803774 33.836982026696205    1 9.662994  2459684.368239556
ie4h17u8q_ima.fits  G102      0      2       36     59683.86962991 222.19208121299744 34.803472459316254    0 9.662994   2459684.36891073
ie4h17u9q_ima.fits  G102      0      2       37 59683.870301389994  223.1590960174799 35.770487263798714    1 9.662994  2459684.369582268
ie4h17uaq_ima.fits  G102      0      2       38    59683.870972505 224.12558443844318    36.736975684762    0 9.662994 2459684.3702534405
ie4h17ubq_ima.fits  G102      0      2       39 59683.871643984996 225.09259924292564  37.70399048924446    1 9.662994 2459684.3709249785
ie4h18udq_ima.fits  G102      0      3        0 59683.911655464995  282.7144204080105                0.0    0 9.662994  2459684.410940132
ie4h18ueq_ima.fits  G102      0      3        1 59683.912326574995 283.68092224001884 0.9665018320083618    1 9.662994  2459684.411611314
ie4h18ufq_ima.fits  G102      0      3        2 59683.912998055006 284.64795783162117 1.9335374236106873    0 9.662994 2459684.4122828664
ie4h18ugq_ima.fits  G102      0      3        3 59683.913669165006  285.6144603341818  2.900039926171303    1 9.662994 2459684.4129540487
ie4h18uhq_ima.fits  G102      0      3        4     59683.91434065 286.58150263130665 3.8670822232961655    0 9.662994  2459684.413625606
ie4h18uiq_ima.fits  G102      0      3        5    59683.915011765  287.5480118393898  4.833591431379318    1 9.662994  2459684.414296793
ie4h18ujq_ima.fits  G102      0      3        6 59683.915683244995  288.5150460898876  5.800625681877136    0 9.662994 2459684.4149683444
ie4h18ukq_ima.fits  G102      0      3        7 59683.916354354995 289.48154859244823  6.767128184437752    1 9.662994 2459684.4156395267
ie4h18ulq_ima.fits  G102      0      3        8 59683.917025835006  290.4485821723938  7.734161764383316    0 9.662994  2459684.416311078
ie4h18umq_ima.fits  G102      0      3        9 59683.917696945005 291.41508400440216  8.700663596391678    1 9.662994 2459684.4169822596
ie4h18unq_ima.fits  G102      0      3       10    59683.918368425     292.3821182549  9.667697846889496    0 9.662994  2459684.417653811
ie4h18uoq_ima.fits  G102      0      3       11    59683.919039535  293.3486180752516 10.634197667241096    1 9.662994 2459684.4183249916
ie4h18upq_ima.fits  G102      0      3       12 59683.919711020004  294.3156576901674 11.601237282156944    0 9.662994  2459684.418996547
ie4h18uqq_ima.fits  G102      0      3       13 59683.920382134995  295.2821648865938 12.567744478583336    1 9.662994 2459684.4196677324
ie4h18urq_ima.fits  G102      0      3       14 59683.921053615006  296.2491964548826 13.534776046872139    0 9.662994  2459684.420339282
ie4h18usq_ima.fits  G102      0      3       15 59683.921724725005 297.21569560468197 14.501275196671486    1 9.662994  2459684.421010462
ie4h18utq_ima.fits  G102      0      3       16    59683.922396205 298.18272583186626 15.468305423855782    0 9.662994  2459684.421682011
ie4h18uuq_ima.fits  G102      0      3       17    59683.923067315 299.14922297000885 16.434802561998367    1 9.662994 2459684.4223531894
ie4h18uvq_ima.fits  G102      0      3       18    59683.923738795  300.1162525266409  17.40183211863041    0 9.662994 2459684.4230247377
ie4h18uwq_ima.fits  G102      0      3       19     59683.92440991 301.08275569975376  18.36833529174328    1 9.662994 2459684.4236959205
ie4h18uxq_ima.fits  G102      0      3       20     59683.92508139  302.0497839152813 19.335363507270813    0 9.662994  2459684.424367468
ie4h18uyq_ima.fits  G102      0      3       21 59683.925752505005 303.01628574728966 20.301865339279175    1 9.662994 2459684.4250386497
ie4h18uzq_ima.fits  G102      0      3       22    59683.926423985 303.98331195116043 21.268891543149948    0 9.662994 2459684.4257101957
ie4h18v0q_ima.fits  G102      0      3       23    59683.927095095  304.9498050659895  22.23538465797901    1 9.662994 2459684.4263813714
ie4h18v1q_ima.fits  G102      0      3       24    59683.927766575 305.91682992875576 23.202409520745277    0 9.662994 2459684.4270529165
ie4h18v2q_ima.fits  G102      0      3       25    59683.928437685  306.8833217024803 24.168901294469833    1 9.662994 2459684.4277240913
ie4h18v3q_ima.fits  G102      0      3       26 59683.929109164994  307.8503445535898 25.135924145579338    0 9.662994  2459684.428395635
ie4h18v4q_ima.fits  G102      0      3       27     59683.92978028  308.8168416917324 26.102421283721924    1 9.662994 2459684.4290668136
ie4h18v5q_ima.fits  G102      0      3       28    59683.930451765 309.78387124836445 27.069450840353966    0 9.662994  2459684.429738362
ie4h18v6q_ima.fits  G102      0      3       29    59683.931122875 310.75035832822323 28.035937920212746    1 9.662994 2459684.4304095334
ie4h18v7q_ima.fits  G102      0      3       30    59683.931794355   311.717379167676  29.00295875966549    0 9.662994 2459684.4310810757
ie4h18v8q_ima.fits  G102      0      3       31    59683.932465465  312.6838655769825 29.969445168972015    1 9.662994  2459684.431752247
ie4h18v9q_ima.fits  G102      0      3       32 59683.933136944994  313.6508844047785 30.936463996767998    0 9.662994 2459684.4324237877
ie4h18vaq_ima.fits  G102      0      3       33  59683.93380805499  314.6173694729805 31.902949064970016    1 9.662994  2459684.433094958
ie4h18vbq_ima.fits  G102      0      3       34 59683.934479535004   315.584386959672  32.86996655166149    0 9.662994 2459684.4337664978
ie4h18vcq_ima.fits  G102      0      3       35 59683.935150649995   316.550877392292  33.83645698428154    1 9.662994 2459684.4344376717
ie4h18vdq_ima.fits  G102      0      3       36    59683.935822135  317.5179002434015 34.803479835391045    0 9.662994 2459684.4351092153
ie4h18veq_ima.fits  G102      0      3       37    59683.936493245  318.4843832999468   35.7699628919363    1 9.662994  2459684.435780384
ie4h18vfq_ima.fits  G102      0      3       38  59683.93716472499   319.451397433877  36.73697702586651    0 9.662994 2459684.4364519217
ie4h18vgq_ima.fits  G102      0      3       39  59683.93783583499  320.4178784787655 37.703458070755005    1 9.662994  2459684.437123089
ie4h19viq_ima.fits  G102      0      4        0    59683.978298795  378.6899019777775                0.0    0 9.662994  2459684.477589772
ie4h19vjq_ima.fits  G102      0      4        1 59683.978970280004 379.65694427490234 0.9670422971248627    1 9.662994 2459684.4782613292
ie4h19vkq_ima.fits  G102      0      4        2 59683.979641390004 380.62344677746296 1.9335447996854782    0 9.662994 2459684.4789325115
ie4h19vlq_ima.fits  G102      0      4        3 59683.980312875006  381.5904890745878  2.900587096810341    1 9.662994 2459684.4796040687
ie4h19vmq_ima.fits  G102      0      4        4 59683.980983985006 382.55699157714844 3.8670895993709564    0 9.662994  2459684.480275251
ie4h19vnq_ima.fits  G102      0      4        5    59683.981655465  383.5240264981985  4.834124520421028    1 9.662994  2459684.480946803
ie4h19voq_ima.fits  G102      0      4        6    59683.982326575 384.49052833020687   5.80062635242939    0 9.662994  2459684.481617985
ie4h19vpq_ima.fits  G102      0      4        7    59683.982998055  385.4575625807047  6.767660602927208    1 9.662994 2459684.4822895364
ie4h19vqq_ima.fits  G102      0      4        8    59683.983669165  386.4240637421608  7.734161764383316    0 9.662994 2459684.4829607178
ie4h19vrq_ima.fits  G102      0      4        9     59683.98434065  387.3911053687334  8.701203390955925    1 9.662994 2459684.4836322744
ie4h19vsq_ima.fits  G102      0      4       10 59683.985011765006  388.3576125651598  9.667710587382317    0 9.662994   2459684.48430346
ie4h19vtq_ima.fits  G102      0      4       11    59683.985683245 389.32464614510536  10.63474416732788    1 9.662994  2459684.484975011
ie4h19vuq_ima.fits  G102      0      4       12    59683.986354355  390.2911452949047 11.601243317127228    0 9.662994  2459684.485646191
ie4h19vvq_ima.fits  G102      0      4       13    59683.987025835 391.25817753374577 12.568275555968285    1 9.662994  2459684.486317741
ie4h19vwq_ima.fits  G102      0      4       14    59683.987696945  392.2246766835451 13.534774705767632    0 9.662994  2459684.486988921
ie4h19vxq_ima.fits  G102      0      4       15 59683.988368424994 393.19170758128166 14.501805603504181    1 9.662994 2459684.4876604704
ie4h19vyq_ima.fits  G102      0      4       16 59683.989039534994 394.15820471942425 15.468302741646767    0 9.662994  2459684.488331649
ie4h19vzq_ima.fits  G102      0      4       17 59683.989711019996  395.1252416521311   16.4353396743536    1 9.662994 2459684.4890032024
ie4h19w0q_ima.fits  G102      0      4       18    59683.990382135 396.09174482524395  17.40184284746647    0 9.662994  2459684.489674385
ie4h19w1q_ima.fits  G102      0      4       19    59683.991053615  397.0587730407715 18.368871062994003    1 9.662994 2459684.4903459325
ie4h19w2q_ima.fits  G102      0      4       20    59683.991724725 398.02526749670506 19.335365518927574    0 9.662994 2459684.4910171092
ie4h19w3q_ima.fits  G102      0      4       21 59683.992396204994 398.99229504168034 20.302393063902855    1 9.662994  2459684.491688656
ie4h19w4q_ima.fits  G102      0      4       22 59683.993067314994 399.95878748595715 21.268885508179665    0 9.662994 2459684.4923598315
ie4h19w5q_ima.fits  G102      0      4       23 59683.993738795005  400.9258136898279 22.235911712050438    1 9.662994 2459684.4930313774
ie4h19w6q_ima.fits  G102      0      4       24 59683.994409909996   401.892312169075  23.20241019129753    0 9.662994  2459684.493702557
ie4h19w7q_ima.fits  G102      0      4       25     59683.99508139 402.85933569073677  24.16943371295929    1 9.662994  2459684.494374101
ie4h19w8q_ima.fits  G102      0      4       26    59683.995752505  403.8258334994316  25.13593152165413    0 9.662994   2459684.49504528
ie4h19w9q_ima.fits  G102      0      4       27 59683.996423984994  404.7928550094366 26.102953031659126    1 9.662994  2459684.495716823
ie4h19waq_ima.fits  G102      0      4       28 59683.997095094994 405.75934410095215 27.069442123174667    0 9.662994  2459684.496387996
ie4h19wbq_ima.fits  G102      0      4       29 59683.997766575005 406.72636426985264 28.036462292075157    1 9.662994 2459684.4970595376
ie4h19wcq_ima.fits  G102      0      4       30 59683.998437685004  407.6928513497114 29.002949371933937    0 9.662994  2459684.497730709
ie4h19wdq_ima.fits  G102      0      4       31    59683.999109165  408.6598701775074  29.96996819972992    1 9.662994   2459684.49840225
ie4h19weq_ima.fits  G102      0      4       32     59683.99978028 409.62636329233646 30.936461314558983    0 9.662994  2459684.499073426
ie4h19wiq_ima.fits  G102      0      4       33 59684.000451764994  410.5933874845505 31.903485506772995    1 9.662994 2459684.4997449704
ie4h19wjq_ima.fits  G102      0      4       34  59684.00112287499 411.55987188220024  32.86996990442276    0 9.662994   2459684.50041614
ie4h19wkq_ima.fits  G102      0      4       35 59684.001794355005  412.5268880277872  33.83698605000973    1 9.662994  2459684.501087679
ie4h19wlq_ima.fits  G102      0      4       36 59684.002465465004  413.4933704137802  34.80346843600273    0 9.662994 2459684.5017588474
ie4h19wmq_ima.fits  G102      0      4       37    59684.003136945  414.4603852182627  35.77048324048519    1 9.662994 2459684.5024303854
ie4h19wnq_ima.fits  G102      0      4       38    59684.003808055  415.4268669337034  36.73696495592594    0 9.662994 2459684.5031015533
ie4h19woq_ima.fits  G102      0      4       39    59684.004479535  416.3938803970814 37.703978419303894    1 9.662994 2459684.5037730904
ie4h20x1q_ima.fits  G102      0      5        0 59684.047233984995  477.9660187661648                0.0    0 9.662994   2459684.54653152
ie4h20x2q_ima.fits  G102      0      5        1 59684.047905465006  478.9330543577671 0.9670355916023254    1 9.662994 2459684.5472030723
ie4h20x3q_ima.fits  G102      0      5        2 59684.048576575005  479.8995555192232 1.9335367530584335    0 9.662994 2459684.5478742537
ie4h20x4q_ima.fits  G102      0      5        3    59684.049248055  480.8665904402733 2.9005716741085052    1 9.662994 2459684.5485458057
ie4h20x5q_ima.fits  G102      0      5        4    59684.049919165  481.8330916017294 3.8670728355646133    0 9.662994  2459684.549216987
ie4h20x6q_ima.fits  G102      0      5        5 59684.050590650004 482.80013255774975  4.834113791584969    1 9.662994 2459684.5498885433
ie4h20x7q_ima.fits  G102      0      5        6 59684.051261764995  483.7666404247284  5.800621658563614    0 9.662994 2459684.5505597293
ie4h20x8q_ima.fits  G102      0      5        7 59684.051933245006  484.7336733341217  6.767654567956924    1 9.662994   2459684.55123128
ie4h20x9q_ima.fits  G102      0      5        8 59684.052604355005  485.7001731544733  7.734154388308525    0 9.662994 2459684.5519024604
ie4h20xaq_ima.fits  G102      0      5        9    59684.053275835  486.6672047227621  8.701185956597328    1 9.662994   2459684.55257401
ie4h20xbq_ima.fits  G102      0      5       10    59684.053946945 487.63370387256145  9.667685106396675    0 9.662994   2459684.55324519
ie4h20xcq_ima.fits  G102      0      5       11    59684.054618425   488.600734770298 10.634716004133224    1 9.662994 2459684.5539167393
ie4h20xdq_ima.fits  G102      0      5       12    59684.055289535  489.5672319084406  11.60121314227581    0 9.662994  2459684.554587918
ie4h20xeq_ima.fits  G102      0      5       13     59684.05596102  490.5342688411474 12.568250074982643    1 9.662994 2459684.5552594713
ie4h20xfq_ima.fits  G102      0      5       14 59684.056632135005 491.50077268481255 13.534753918647766    0 9.662994 2459684.5559306545
ie4h20xgq_ima.fits  G102      0      5       15    59684.057303615  492.4678002297878 14.501781463623047    1 9.662994 2459684.5566022014
ie4h20xhq_ima.fits  G102      0      5       16    59684.057974725 493.43429535627365 15.468276590108871    0 9.662994 2459684.5572733786
ie4h20xiq_ima.fits  G102      0      5       17    59684.058646205  494.4013222306967   16.4353034645319    1 9.662994  2459684.557944925
ie4h20xjq_ima.fits  G102      0      5       18    59684.059317315 495.36781534552574 17.401796579360962    0 9.662994  2459684.558616101
